name,address,tax_id,incorporation_date,phone,email,company_type,status,field_of_business,hosocongty_url,masothue_url,scraping_time
CÔNG TY TNHH MỘT THÀNH VIÊN RA BEAUTE VI NA,"186A Nam Kỳ Khởi Nghĩa, Phường 06, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312468146,19/09/2013,,,Công ty TNHH một thành viên,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-ra-beaute-vi-na-com-464.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-ra-beaute-vi-na-mst-0312468146.html,2024-08-10 22:07:10
CÔNG TY TNHH MỘT THÀNH VIÊN THƯƠNG MẠI DỊCH VỤ NGUYỄN VĂN LŨY,"D22/587A Đường Trịnh Quang Nghị, ấp 4, Xã Phong Phú, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312468107,19/09/2013,,,Công ty TNHH một thành viên,,Hoạt động vui chơi giải trí khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-nguyen-van-luy-com-465.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-thuong-mai-dich-vu-nguyen-van-luy-mst-0312468107.html,2024-08-10 22:07:13
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU VŨ THẮNG,"239/99 Trần Văn Đang, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312468097,19/09/2013,01219817358,,,,Sản xuất sản phẩm từ plastic,https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-xuat-nhap-khau-vu-thang-com-466.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-xuat-nhap-khau-vu-thang-mst-0312468097.html,2024-08-10 22:07:17
CÔNG TY TNHH THƯƠNG MẠI VÀ SẢN XUẤT HÓA CHẤT THỊNH PHÁT,"Số 146 Đường số 5, Khu Đô Thị Lakeview City, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312468072,19/09/2013,0862567721-0915519,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-va-san-xuat-hoa-chat-thinh-phat-com-467.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-hsk-chemicals-mst-0312468072.html,2024-08-10 22:07:26
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU KIM QUANG HUY,"Số 557 Đường Võ Văn Kiệt, Khu phố 3, Phường Hoà Phú, Thành phố Thủ Dầu Một, Tỉnh Bình Dương, Việt Nam",0312468065,19/09/2013,0938373335,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-kim-quang-huy-com-468.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-kim-quang-huy-mst-0312468065.html,2024-08-10 22:07:29
CÔNG TY TNHH CÔNG NGHIỆP DAEHYUK,"Số 144, đường Nguyễn Oanh, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312467858,19/09/2013,,,,,Lắp đặt hệ thống xây dựng khác,https://hosocongty.vn/cong-ty-tnhh-cong-nghiep-daehyuk-com-469.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-cong-nghiep-daehyuk-mst-0312467858.html,2024-08-10 22:07:37
CÔNG TY CỔ PHẦN CENTRAL RETAIL CORPORATION (VIỆT NAM),"163 Đường Phan Đăng Lưu, Phường 01, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312467752,19/09/2013,2854161608,,Công ty cổ phần,Đang hoạt động,Hoạt động tư vấn quản lý,https://hosocongty.vn/cong-ty-co-phan-central-retail-corporation--viet-nam--com-470.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-central-retail-corporation-viet-nam-mst-0312467752.html,2024-08-10 22:07:41
CÔNG TY TNHH DỊCH VỤ VẬN TẢI MIỀN TRUNG,"14/13C Thới Tam Thôn, ấp Trung Đông, Xã Thới Tam Thôn, Huyện Hóc Môn, Thành phố Hồ Chí Minh, Việt Nam",0312467689,19/09/2013,,,,,Vận tải hàng hoá bằng đường bộ,https://hosocongty.vn/cong-ty-tnhh-dich-vu-van-tai-mien-trung-com-471.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-van-tai-mien-trung-mst-0312467689.html,2024-08-10 22:07:46
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI KATA,"Số 33/41 Tứ Hải, Phường 6, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312467664,19/09/2013,0866807001,,,,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-kata-com-472.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-kata-mst-0312467664.html,2024-08-10 22:07:50
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG THƯƠNG MẠI ANA,"Tầng 4, Tòa nhà Hải âu, Số 39B Trường Sơn, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312467657,19/09/2013,0909123789,,Công ty cổ phần,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-co-phan-dau-tu-xay-dung-thuong-mai-ana-com-473.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-dau-tu-xay-dung-thuong-mai-ana-mst-0312467657.html,2024-08-10 22:08:30
DOANH NGHIỆP TƯ NHÂN CLIENT,"Số 6 Đường 4, Khu phố 4, Phường Hiệp Bình Chánh, Quận Thủ Đức (Hết hiệu lực), Thành phố Hồ Chí Minh, Việt Nam",0312467463,19/09/2013,0902356459,,Doanh nghiệp tư nhân,,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://hosocongty.vn/doanh-nghiep-tu-nhan-client-com-474.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-client-mst-0312467463.html,2024-08-10 22:08:46
CÔNG TY TNHH MỘT THÀNH VIÊN H.M.N,"270 Vĩnh Viễn, Phường 04, Quận 10, Thành phố Hồ Chí Minh, Việt Nam",0312467456,19/09/2013,,,Công ty TNHH một thành viên,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-hmn-com-475.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-hmn-mst-0312467456.html,2024-08-10 22:08:56
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ SẢN XUẤT DÂY KÉO THẮNG LỢI,"17/6A Phan Huy ích, Phường 14, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312467449,19/09/2013,0866544888-08665,,,,Sản xuất khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-va-san-xuat-day-keo-thang-loi-com-476.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-va-san-xuat-day-keo-thang-loi-mst-0312467449.html,2024-08-10 22:09:13
CÔNG TY CỔ PHẦN ĐẦU TƯ XUẤT NHẬP KHẨU GIA ĐỊNH,"24 Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312467431,19/09/2013,,,Công ty cổ phần,,"Bán buôn nông, lâm sản nguyên liệu (trừ gỗ, tre, nứa) và động vật sống",https://hosocongty.vn/cong-ty-co-phan-dau-tu-xuat-nhap-khau-gia-dinh-com-477.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-dau-tu-xuat-nhap-khau-gia-dinh-mst-0312467431.html,2024-08-10 22:09:18
CÔNG TY TRÁCH NHIỆM HỮU HẠN THƯƠNG MẠI DỊCH VỤ XÂY DỰNG THANH DUNG,"65/F1 Quang Trung, Phường 12, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312467424,19/09/2013,0903155787,,,,Bán lẻ hàng hóa khác mới trong các cửa hàng chuyên doanh,https://hosocongty.vn/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-xay-dung-thanh-dung-com-478.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-trach-nhiem-huu-han-thuong-mai-dich-vu-xay-dung-thanh-dung-mst-0312467424.html,2024-08-10 22:09:21
CÔNG TY TNHH TƯ VẤN THƯƠNG MẠI PPM,"372/1 Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312467417,20/09/2013,0838942589,,,,Quảng cáo,https://hosocongty.vn/cong-ty-tnhh-tu-van-thuong-mai-ppm-com-479.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-tu-van-thuong-mai-ppm-mst-0312467417.html,2024-08-10 22:09:26
CÔNG TY CỔ PHẦN TỰ ĐỘNG HÓA PHÚ MỸ,"122/4 Phổ Quang, Phường 09, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312467350,19/09/2013,086657799,,Công ty cổ phần,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-co-phan-tu-dong-hoa-phu-my-com-480.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-tu-dong-hoa-phu-my-mst-0312467350.html,2024-08-10 22:09:29
CÔNG TY CỔ PHẦN ĐẦU TƯ XÂY DỰNG VIDIFI SÀI GÒN,"Tầng 19, Khu A, Indochina Park Tower, Số 4 Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312467142,19/09/2013,(08)39641174,,Công ty cổ phần,,Xây dựng công trình đường bộ,https://hosocongty.vn/cong-ty-co-phan-dau-tu-xay-dung-vidifi-sai-gon-com-481.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-dau-tu-xay-dung-vidifi-sai-gon-mst-0312467142.html,2024-08-10 22:09:37
CÔNG TY TNHH XUẤT NHẬP KHẨU HƯƠNG MỸ,"658/28 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312467135,19/09/2013,0838420528,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-xuat-nhap-khau-huong-my-com-482.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-xuat-nhap-khau-huong-my-mst-0312467135.html,2024-08-10 22:09:40
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ XUẤT NHẬP KHẨU TRƯỜNG HUY PHÁT,"39 Hoàng Việt, Phường 4, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312466935,19/09/2013,08322489665,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-truong-huy-phat-com-493.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-xuat-nhap-khau-truong-huy-phat-mst-0312466935.html,2024-08-10 22:09:42
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI CHÂU PHÁT,"17 Đường Lê Thị Riêng, Khu dân cư Thới An, Khu phố 1, phường Thới An, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312466928,19/09/2013,0903135935,,,,Hoàn thiện công trình xây dựng,https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-chau-phat-com-494.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-chau-phat-mst-0312466928.html,2024-08-10 22:09:48
CÔNG TY TNHH ĐẦU TƯ SẢN XUẤT THƯƠNG MẠI DỊCH VỤ T&G,"81 Lê Hoàng Phái, Phường 17, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312466903,19/09/2013,0902728977,,,,Hoạt động viễn thông khác,https://hosocongty.vn/cong-ty-tnhh-dau-tu-san-xuat-thuong-mai-dich-vu-t-g-com-495.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dau-tu-san-xuat-thuong-mai-dich-vu-tg-mst-0312466903.html,2024-08-10 22:09:52
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ GIAO NHẬN ĐẠI HOÀNG PHÁT,"162 Gò ô Môi, Phường Phú Thuận, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",0312466893,19/09/2013,0938232206,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-giao-nhan-dai-hoang-phat-com-496.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-giao-nhan-dai-hoang-phat-mst-0312466893.html,2024-08-10 22:09:59
CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT THƯƠNG MẠI XUẤT NHẬP KHẨU LÂM MINH QUANG,"666/18 Nguyễn Văn Quá, phường Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312466886,19/09/2013,0945777267,,Công ty TNHH một thành viên,,Dịch vụ liên quan đến in,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-san-xuat-thuong-mai-xuat-nhap-khau-lam-minh-quang-com-497.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-san-xuat-thuong-mai-xuat-nhap-khau-lam-minh-quang-mst-0312466886.html,2024-08-10 22:10:03
CÔNG TY TNHH THƯƠNG MẠI MISS SAN,"60 Trương Văn Thành, Phường Hiệp Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312466879,19/09/2013,0902300051-0903,,,,"Bán lẻ thuốc, dụng cụ y tế, mỹ phẩm và vật phẩm vệ sinh trong các cửa hàng chuyên doanh",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-miss-san-com-498.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-miss-san-mst-0312466879.html,2024-08-10 22:10:07
CÔNG TY TNHH DỊCH VỤ KỸ THUẬT LVT,"304/25/10 Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312466861,19/09/2013,,,,,Lắp đặt hệ thống điện,https://hosocongty.vn/cong-ty-tnhh-dich-vu-ky-thuat-lvt-com-499.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-dich-vu-ky-thuat-lvt-mst-0312466861.html,2024-08-10 22:10:11
CÔNG TY TNHH CAO ĐÔNG SA,"403/16 Hương Lộ 3, Khu Phố 8, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312466854,19/09/2013,0904475347,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-cao-dong-sa-com-500.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-cao-dong-sa-mst-0312466854.html,2024-08-10 22:10:33
CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT VÀ THƯƠNG MẠI B.L.A,"55 Đường số 9, ấp 2, Xã Bình Hưng, Huyện Bình Chánh, Thành phố Hồ Chí Minh, Việt Nam",0312466847,19/09/2013,,,Công ty TNHH một thành viên,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-san-xuat-va-thuong-mai-bla-com-501.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-san-xuat-va-thuong-mai-bla-mst-0312466847.html,2024-08-10 22:10:49
CÔNG TY TNHH NHÀ HÀNG CUA VƯỜN TRE,"02 Phan Đình Giót, Phường 2, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312466815,19/09/2013,0838445187,,,,Nhà hàng và các dịch vụ ăn uống phục vụ lưu động,https://hosocongty.vn/cong-ty-tnhh-nha-hang-cua-vuon-tre-com-502.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-nha-hang-cua-vuon-tre-mst-0312466815.html,2024-08-10 22:11:00
CÔNG TY TNHH THIẾT BỊ Y TẾ NHẤT TÂM,"90/9 Trần Văn Ơn , Phường Tân Sơn Nhì, Quận Tân Phú, Thành phố Hồ Chí Minh, Việt Nam",0312466808,19/09/2013,0905367696,,Công ty TNHH hai thành viên trở lên,Đang hoạt động,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thiet-bi-y-te-nhat-tam-com-503.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-bi-y-te-nhat-tam-mst-0312466808.html,2024-08-10 22:11:16
CÔNG TY TNHH GREENZONE VIỆT NAM,"280 E11 Đường Lương Định Của, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",0312466798,19/09/2013,0837406654,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-greenzone-viet-nam-com-504.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-greenzone-viet-nam-mst-0312466798.html,2024-08-10 22:11:24
CÔNG TY TNHH THƯƠNG MẠI LIÊN HIỆP MO BI,"276 Nguyễn Thượng Hiền, Phường 05, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312467128,19/09/2013,38-130692,,,,"Bán buôn thiết bị và linh kiện điện tử, viễn thông",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-lien-hiep-mo-bi-com-483.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-lien-hiep-mo-bi-mst-0312467128.html,2024-08-10 22:11:26
CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI ĐÔNG THỊNH WIN,"337/17 Thạch Lam, Phường Phú Thạnh, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312467054,19/09/2013,0862745088,,,,"Sản xuất bột giấy, giấy và bìa",https://hosocongty.vn/cong-ty-tnhh-san-xuat-thuong-mai-dong-thinh-win-com-484.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-san-xuat-thuong-mai-dong-thinh-win-mst-0312467054.html,2024-08-10 22:11:30
CÔNG TY TNHH THIẾT KẾ ARES,"156/20 Cộng Hòa, Phường 12, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312467047,19/09/2013,01686117533,,,,Hoạt động thiết kế chuyên dụng,https://hosocongty.vn/cong-ty-tnhh-thiet-ke-ares-com-485.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-ke-ares-mst-0312467047.html,2024-08-10 22:11:33
CÔNG TY TNHH TASO VIỆT NAM,"158/9 Nguyễn Công Trứ, Phường Nguyễn Thái Bình, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312467015,19/09/2013,091917545,,,,Bán buôn thực phẩm,https://hosocongty.vn/cong-ty-tnhh-taso-viet-nam-com-486.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-taso-viet-nam-mst-0312467015.html,2024-08-10 22:11:40
CÔNG TY TNHH ARCHIMOOD,"106E Ngô Tất Tố, Phường 22, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312467008,19/09/2013,0914828727,,,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-tnhh-archimood-com-487.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-archimood-mst-0312467008.html,2024-08-10 22:11:44
CÔNG TY TNHH MỘT THÀNH VIÊN DỊCH VỤ THÔNG TIN 007,"143/76 Gò Dầu, Phường Tân Quý, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312466999,19/09/2013,0866759907,,Công ty TNHH một thành viên,,(Mã ngành cũ) - Dịch vụ thông tin khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-dich-vu-thong-tin-007-com-488.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-dich-vu-thong-tin-007-mst-0312466999.html,2024-08-10 22:11:49
CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ XÂY DỰNG C.A.I,"152/2/11 đường số 10, Phường 9, Quận Gò Vấp, Thành phố Hồ Chí Minh, Việt Nam",0312466981,19/09/2013,66758965,,Công ty cổ phần,,(Mã ngành cũ) - Xây dựng nhà các loại,https://hosocongty.vn/cong-ty-co-phan-dau-tu-va-xay-dung-cai-com-489.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-dau-tu-va-xay-dung-cai-mst-0312466981.html,2024-08-10 22:11:57
CÔNG TY TNHH CÔNG NGHIỆP HÙNG ĐỨC,"77 Ba Vân, Phường 14, Quận Tân Bình, Thành phố Hồ Chí Minh, Việt Nam",0312466974,19/09/2013,84838492635,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-cong-nghiep-hung-duc-com-490.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-cong-nghiep-hung-duc-mst-0312466974.html,2024-08-10 22:12:01
CÔNG TY TNHH THƯƠNG MẠI XUẤT NHẬP KHẨU TAM THUẬN PHÁT,"16/35/46 Đường Kỳ Đồng, Phường 09, Quận 3, Thành phố Hồ Chí Minh, Việt Nam",0312466967,19/09/2013,0909456039,,,,"Bán buôn máy móc, thiết bị và phụ tùng máy khác",https://hosocongty.vn/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-tam-thuan-phat-com-491.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-xuat-nhap-khau-tam-thuan-phat-mst-0312466967.html,2024-08-10 22:12:08
CÔNG TY TNHH SỐNG-VN,"212/A40 Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",0312466942,19/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-song-vn-com-492.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-songvn-mst-0312466942.html,2024-08-10 22:12:11
CÔNG TY TNHH DIGITAL TECHNOLOGY,"26 Ký Con, Phường 07, Quận Phú Nhuận, Thành phố Hồ Chí Minh, Việt Nam",0312466780,19/09/2013,,,,,Bán buôn chuyên doanh khác chưa được phân vào đâu,https://hosocongty.vn/cong-ty-tnhh-digital-technology-com-505.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-digital-technology-mst-0312466780.html,2024-08-10 22:12:15
CÔNG TY TNHH MỘT THÀNH VIÊN SẢN XUẤT VÀ THƯƠNG MẠI HOÀNG LONG GIÀY,"114 Lương Thế Vinh, Phường Tân Thới Hoà, Quận Tân phú, Thành phố Hồ Chí Minh, Việt Nam",0312466653,19/09/2013,0839610989,,Công ty TNHH một thành viên,,Sản xuất giày dép,https://hosocongty.vn/cong-ty-tnhh-mot-thanh-vien-san-xuat-va-thuong-mai-hoang-long-giay-com-517.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-mot-thanh-vien-san-xuat-va-thuong-mai-hoang-long-giay-mst-0312466653.html,2024-08-10 22:12:22
CÔNG TY CỔ PHẦN MẠNH HÙNG SÀI GÒN,"100 Đường TA32, phường Thới An, Quận 12, Thành phố Hồ Chí Minh, Việt Nam",0312466646,19/09/2013,0985589099,,Công ty cổ phần,,Vận tải hàng hoá bằng đường bộ,https://hosocongty.vn/cong-ty-co-phan-manh-hung-sai-gon-com-518.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-co-phan-manh-hung-sai-gon-mst-0312466646.html,2024-08-10 22:12:38
DOANH NGHIỆP TƯ NHÂN HOA HỒNG PHẤN,"485 Nguyễn Thị Tú, Khu phố 2, Phường Bình Hưng Hòa B, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312466639,19/09/2013,,,Doanh nghiệp tư nhân,,Dịch vụ phục vụ đồ uống,https://hosocongty.vn/doanh-nghiep-tu-nhan-hoa-hong-phan-com-519.htm,https://thuvienphapluat.vn/ma-so-thue/doanh-nghiep-tu-nhan-hoa-hong-phan-mst-0312466639.html,2024-08-10 22:12:53
CÔNG TY TNHH THIẾT BỊ NHA KHOA LABO SÀI GÒN,"197 đường số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Thành phố Hồ Chí Minh, Việt Nam",0312466621,19/09/2013,,,,,Bán buôn đồ dùng khác cho gia đình,https://hosocongty.vn/cong-ty-tnhh-thiet-bi-nha-khoa-labo-sai-gon-com-520.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thiet-bi-nha-khoa-labo-sai-gon-mst-0312466621.html,2024-08-10 22:13:03
CÔNG TY TNHH THƯƠNG MẠI XÂY DỰNG VẬN TẢI VŨ PHONG,"222 Rừng Sác, ấp Bình An, Xã Bình Khánh, Huyện Cần Giờ, Thành phố Hồ Chí Minh, Việt Nam",0312466614,19/09/2013,08-62568129,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-xay-dung-van-tai-vu-phong-com-521.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-xay-dung-van-tai-vu-phong-mst-0312466614.html,2024-08-10 22:13:17
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VÀ XUẤT NHẬP KHẨU HIỆP THÀNH,"607G Điện Biên Phủ, Phường 25, Quận Bình Thạnh, Thành phố Hồ Chí Minh, Việt Nam",0312466607,19/09/2013,,,,,Hoạt động dịch vụ hỗ trợ khác liên quan đến vận tải,https://hosocongty.vn/cong-ty-tnhh-thuong-mai-dich-vu-va-xuat-nhap-khau-hiep-thanh-com-522.htm,https://thuvienphapluat.vn/ma-so-thue/cong-ty-tnhh-thuong-mai-dich-vu-va-xuat-nhap-khau-hiep-thanh-mst-0312466607.html,2024-08-10 22:13:26
